Restaurant	Food restrictions	Menu
		Small Plates | Montvernay : Traditional sheep milk cheese from Mons Fromager in Roanne
		Small Plates | Freshly Baked Bread : Artisanal, locally baked
		Wine | Plazma 2023 : Riesling, Chardonnay, Welschriesling, Furmint
		Wine | Pinot Noir 2023 : 100% Pinot Noir
		Wine | Supkac 2021 : 100% Welschriesling
Annapurna	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Hot and sour soup : Small pieces of chicken fillets and shrimps with bamboo, capsicum, beans in hot and spicy soup. (spicy)
		Starters | Veg samosa : Deep fried crispy pastry stuffed with potato and peas.
		Starters | Mismas sandeko : Lemon flavored salty and spicy shrimps and marinated lamb pieces with chopped, tomato, onion, capsicum, and green chilies.
		Sides | Mismas Biryani
		Sides | Makhani dal
		Sides | Chana masala
		Mains | Dal fry : Stewed lentils fried in butter with onion, garlic, ginger, coriander and tomatoes.
		Mains | Kukhura Sekeko : Marinated and tandoori oven grilled chicken fillet pieces.
		Mains | Machha curry : Fried pike-perch fillet pieces in ginger-curry sauce
IPI Kulmakuppila	['Gluten-free', 'Vegan', 'Vegetarian']	Chef's Recommendations | Tarjolla IPIssä : Arkisin Aamunen tarjoillaan klo 8-11 ja lauantaisin klo 10-13.Arkisin Lounassalaatteja tarjoillaan klo 11 eteenpäin.Vitriinin herkkuja on tarjolla jokaisena aukiolopäivänämme.
Restaurant Vazi	['Gluten-free', 'Vegan', 'Vegetarian']	"Starters | Pkhalis asorti (G*VG) : Pinaatti-, punajuuri- ja vihreä paputahnaa 
yrteillä ja saksanpähkinälläAssort of Spinaach, Beetroot and Green Bean paste  with herbs and walnuts"
		Starters | Nigvziani Badrijani (L,G,VG) : Munakoisorullat saksanpähkinätäytteelläEggplant rolls with walnut filling
		Starters | Soko Ketsze (G,VE) : Uuniherkkusienet juustollaOven champignons with cheese
		Mains | Chashushuli (L,G* : Tomaattipohjainen NaudanlihapataTomato based beef stew
		Mains | Shkmeruli (L,G*) : Valkosipulilla maustettu aromikas kanaAromatic, garlicky, succulent chicken dish
		Mains | Adjapsandali (L,VG,G*) : Georgialainen ratatouilleGeorgian ratatouille
		Desserts | Hunajakakku / Honey cake
		Desserts | Suklaakakku / Chocolate Cake
		Desserts | Sorbetti / Sorbet (L,G,VG)
Hei Noodle	['Gluten-free', 'Vegan', 'Vegetarian']	Noodles | Beef Noodle Soup (L, P) : Haudutettua naudanlihaa, pakchoita, kevätsipulia ja korianteria
		Noodles | Xiao Mian (L, P) : Tuliset nuudelit, sianlihaa, pakchoita, kikherneitä ja kevätsipulia
		Noodles | Chicken Noodle Soup (L,P) : Maustettua kananrintaa, pinaattia ja kevätsipulia
		Noodles | Scallion Noodles with Shrimp : Katkarapuja, pakchoita ja kevätsipulia scallion-kastikkeella
		Noodles | Spinach Noodle (L,P,VE) : Pakchoita, porkkanaa, ituja ja kevätsipulia
Bibimbap Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Lunch | Lunch: Monday - Friday : Bibimbap Rice Bowl BeefBibimbap Rice Bowl PorkBibimbap Rice Bowl ChickenBibimbap Rice Bowl TofuBibimbap Rice Bowl ShrimpRamen BeefRamen PorkRamen TofuRamen Shrimp
		Set Menu | Dinner Menu (min. 2 people) : Starter:Korean Fried ChickenKimchi PancakeMains:Bibimbap Rice Bowl (Chicken, Beef,  Tofu)Traditional Soup (Chicken, Beef,  Tofu)Dessert:Tiramisu(Chef’s Special)
Tran Tinh	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Goi Cuon : 6pcs
		Starters | Spring Roll : 1 set
		Mains | Nuts Curry : Tofu, broccoli, carrot, zucchini, bell pepper
Vietologie	['Gluten-free', 'Vegan', 'Vegetarian']	À la carte | Goi cuon - Keärullat : Riisipaperirullat nuudeleilla, yrteillä ja valitsemallasi proteiinilla
		À la carte | Riisi-proteiinikulho : Riisi, valitsemasi proteiini ja raikkaat kasvikset
		À la carte | Curry : Aromaattinen curry tarolla, kasviksilla ja murskatuilla pähkinöillä
		À la carte | Vietologie kuivat nuudelit : Riisi- tai munanuudelit, tuoreet kasvikset ja valitsemasi proteiini
		À la carte | Banh mi sämpylä : Rapea patonki, valitsemasi proteiini ja talon kastikkeet
		À la carte | Bun bo hue - Hue-tyyliset nuudelit : Riisinuudelit aromaattisessa naudanlihaliemessä ja sitruunaruohossa
Mount Kailash	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | SHRIMP SOUP : Kermainen katkarapukeitto.
		Starters | VEG SAMOSA : Maustetuilla perunoilla ja herneillä täytetty ja friteerattu pasteija. Tarjoillaan tomaatti-chutneyn ja salaatin kera
		Starters | PANEER PAKODA : Linssijauholla kuorrutettuja ja kullankeltaiseksi friteerattuja tuorejuuston paloja. Tarjoillaan minttu-chutneyn ja salaatin kera
		Mains | FISH RARA : Paistettuja kuhafileepaloja mausteisessa manteli-, chili-, sipuli- ja tomaattikastikkeessa, maustettu sitruunalla (Tarjoillaan erityisessä nepalilaisessa karahi-kulhossa)
		Mains | CHICKEN MANCHURIAN : Linssijauholla kuorrutettuja ja friteerattuja kanan rintafilee paloja chili-, valkosipuli-, inkivääri-, sipuli-, soija- ja tomaattikastikkeessa
		Mains | LAMB LASUNE SAG : Haudutettuja lampaan paloja pinaatti-, valkosipuli- ja currykastikkeessa
		Desserts | KULFI : Maitojäädyke, jossa pistaasia, mantelia ja cashewpähkinää, kevyesti maustettu kardemummalla
		Desserts | MANGO/BANAANI LASSI
		Desserts | MOUNT KERA : Paistettua banaania hunajasiirapissa, jäätelöä ja kermavaahtoa
Omo Omo Café	['Gluten-free', 'Vegan', 'Vegetarian']	Beverages | Mango matcha : If you love matcha and mango! This is the perfect refreshing combo for you 🥰
		Beverages | Dirty chai with hazelnut syrup : Absolute perfection! Creamy with a hint of hazelnut.
		Beverages | Espresso
		Beverages | Cappuccino : It is almost 3 times bigger than normal cappuccinos but we have smaller size
		Beverages | Doppio
		Beverages | Cafe Latte : A very big cup but can order smaller sizes with different price
		Beverages | Caramel Macciato
		Beverages | Chai Latte
Uyghur Noodle House Hakaniemi	['Vegan', 'Vegetarian']	Appetizers | Manta : 6 kpl
		Appetizers | Nyytit : 7kpl
		Appetizers | Naudanlihasalaatti
		Mains | Paistettu Lägmän : Chilikastike
		Mains | Ygrä Nuudelikeitto
		Mains | Gösh Nan : Uiguurilainen Pizza
Stadin Poseidon	['Gluten-free', 'Vegan', 'Vegetarian']	Beverages | KARHU : 0,5l
		Beverages | BLANC 1664 : 0,5l
		Beverages | HYVINKÄÄN PANIMO PARANTOLA IPA : plo
Pastelaria Brasil	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | COXINHA : Kanakroketti 7 kpl
		Starters | BOLINHA DE QUEIJO : Juustokroketti 7 kpl
		Starters | VEGEKROKETTI : 7 kpl
		Mains | FEIJOADA : Feijoada lihapata tai vegaaninen feijoada. Lisukkeena valkoinen riisi, farofa (paistettu maniokkijauho, appelsiini, salaatti, vinaigrette.
		Mains | BOBÓ DE CAMARÃO : Katkarapupata tarjoiltuna ananaksesta. Lisukkeena valkoinen riisi, farofa (paistettu maniokkijauho), ranskalaiset, salaatti
		Mains | MOQUECA DE PEIXE (kahdelle hengelle) : Kalapata, lisukkeena valkoinen riisi, farofa (paistettu maniokkijauho), ranskalaiset, salaatti
		Desserts | BRIGADEIRO : Suklaapallo
		Desserts | BEIJINHO : Kondensoitu maito -pallo
Kubo Phở	['Gluten-free', 'Vegan', 'Vegetarian']	Appetizers | Gỏi Cuốn (V, LT, P) : Gỏi cuốn are fresh vietnamese spring rolls, delicately wrapped in translucent rice paper with a medley of crisp salad, fragrant herbs, soft rice noodles, and tender boiled shrimp.
		Mains | Nam Tok Muu Krop : A bold and flavorful crispy pork salad with a tangy, spicy and savory dressing. Grilled crispy pork belly sliced and tossed in a dressing of fish sauce, lime juice, chili flakes, toasted ground rice, red onion, mint and cilantro
		Sandwiches | Bánh Mì Việt Nam : Bánh mì việt nam is an iconic vietnamese sandwich, featuring a crispy baguette generously filled with savory grilled pork, rich handmade finnish meat pâté, fresh vegetables and fragrant herbs.
		Sandwiches | Phở Bò : Phở bò is a classic vietnamese noodle soup, featuring tender finnish beef and rice noodles in our rich, slow-simmered broth of fresh finnish beef and bones from the butchery.
		Sandwiches | Bò Sốt Vang : Bò sốt vang is a delightful vietnamese beef stew, featuring succulent, slow-cooked finnish beef in a rich, aromatic broth
Caruzello By Dylan	['Vegan', 'Vegetarian']	Buffet | Alkuruokabuffet : Kaali-porkkanaraasteVihersalaattiTomaatti-sipulisalaattiTonnikala-pastasalaattiPapusalaattiCaesarsalaattiMarinoitua juustoaKana-nuudelisalaattiHalloumi-riisisalaattiCaruzellon salaatinkastikeLeipävalikoimaValkosipulituorejuusto
		Chef's Recommendations | Salaatteja : Parsa-mansikkasalaattiaTomaatti-mozzarellasalaattia ja paahdettuja siemeniäPaahdettuja kesän kasviksia ja pinaattiaLohi-pastasalaattia ja tillipestoaSesampaahdettua kanaa ja ananas-chilisalsaaTuoreita leipiä, tuorejuustoa ja tapenadea
		Chef's Recommendations | Lämpimiä Ruokia : Pitkään haudutettua häränrintaaPaistettua kanaaSitruunainen tomaattikastikePaahdettua perunaaKauden kasviksia
		Chef's Recommendations | HUOM! : Alla oleva on esimerkkimenu. Käytämme aina tuoreita ja parhaita kauden raaka-aineita, tämän vuoksi pidätämme oikeuden ruokalajien muutoksiin.
		Desserts | Jälkiruokaherkkuja : Crumble ja vaniljakastikeBrownieMarinoituja hedelmiäMinimuffinseja
Ravintola Siddhartha	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Shrimps Pakora
		Starters | Hot & Sour Soup
		Starters | Vegetable Pakora
		Mains | Fish Curry
		Mains | Chicken Saag
		Mains | Lamb Karahi
		Desserts | Kulfi
Noodle Story Ruoholahti	['Gluten-free', 'Vegan', 'Vegetarian']	Noodles | Dandan Noodles : Pork meat
		Noodles | BiangBiang Noodles : Shrimps
		Noodles | Sesame Noodles : Kimchi and Tofu [Vegan]
		Sides | Homemade Kimchi
		Sides | Homemade Radish Kimchi
		Sides | Chinese meat pie
		Mains | Pork Dumplings 10 pcs
		Mains | Chicken Wonton 12 pcs
		Mains | Pan Fried Rice Noodle with Shredded Chicken
BAMBU Asian Kitchen & Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Bowls | Salmon Sushi Bowl Dinner
		Bowls | Ebi Sushi Bowl Dinner
		Bowls | Omega 3 Sushi Bowl Dinner
		Sushi | Hokkigai Nigiri
		Sushi | Grill Salmon Avocado Temaki
		Sushi | Grill Salmon Avo Maki
		Starters | Tofu Salad
		Starters | Edamame Bean
		Starters | Wakame Salad Small
Ravintola T49	['Gluten-free', 'Vegan', 'Vegetarian']	Buffet | Buffet : Lounas Buffet - 14.9€10:30 - 15:00Viikonloppu Buffet - 24.9€11:00 - 16:00
Spasso Pizzeria	['Vegan', 'Vegetarian']	Starters | ANTIPASTO MISTO : Lajitelma italialaisia herkkuja kahdelle tai neljälle hengelle
		Starters | INSALATA MISTO : Raikas vihannessalaatti yhdelle tai jaettavaksi
		Starters | BRUSCHETTA CON POMODORO : 2 KPL/6,90€ 4 KPL/12,90€Klassiset italialaiset leivät tomaatilla, oliiviöljyllä ja basilikalla
		"Pasta | PASTA ARRABIATA CON FORMAGGIO DI CAPRA : Mausteinen tomaattikastike, rigatoni-tuorepastaa,
parmesaania, vuohenjuustoa ja rucolaa"
		"Pasta | CARBONARA : Pekonia, kermaa, spagettia, parmesaania ja
mustapippuria"
		"Pasta | BOLOGNESE : Maukasta jauhelihakastiketta, tagliatelle-tuorepastaa,
parmesaania ja lehtipersiljaa"
		Kids Menu | POMODORO (L) : Tomaattikastiketta, basilikaa ja rigatoni-tuorepastaa
		Kids Menu | BIMBO (VL) : Talon tomaattikastiketta ja basilikaa
		Kids Menu | DIPPITIKUT (G, VG) : Tuoreita vihanneksia ja raikas dippikastike
		Pizza | MARINARA (Vegaaninen) : Kirsikkatomaattia, valkosipulia, oreganoa ja oliiviöljyä
		"Pizza | MARGHERITA : Kirsikkatomaattia, bufala-mozzarellaa, basilikaa, parmesaania
ja oliiviöljyä"
		Pizza | PARMA : Prosciutto-kinkkua, parmesaania, rucolaa ja balsamicoa
		Desserts | NUTELLA PIZZA JAETTAVAKSI : Nutellaa pizzapohjalla, mansikoita ja vaniljavaahtoa
		Desserts | TIRAMISU : Kauhallinen klassista italialaista herkkua
		Desserts | GELATO : Pallo italialaista jäätelöä. Kysy päivän valikoima!
Skiffer Postipuisto	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | KAA 4 : Korpelan saunapalvikinkkua, Forum d'Ambert AOP sinihomejuustoa ja tuoretta ananasta.
		Pizza | Pan Con Vegan : Paahdettua Portobello sieniä, villitomaatteja, vegaani-juustoa, yrttejä ja valkosipulia.
		Pizza | Surf & Turf : Tuoretta chorizomakkaraa, jokirapuja, tuoretta chiliä ja korianteria.
		Snacks | Tomato-Mozzarella : Tomaatteja, yrttejä, buffalo mozzarellaa, oliiviöljyä ja balsamicoa
		Snacks | Crispy Chili Corn : Paahdettuja chilillä maustettuja maissin jyvä
Ravintola Bambu Sushi	['Vegan', 'Vegetarian']	Starters | Edamame Bean
		Starters | Wakame Salad Small
		Starters | Miso Soup
		Sushi | Salmon Avo
		Sushi | Ebi Avocado
		Sushi | Unagi
		Sushi | Salmon Sushi Bowl Dinner : Salmon, cucumber, wakame salad, sweet corn, radish, fried lotus root, teriyaki sauce, sesame seed
		Sushi | Ebi Sushi Bowl Dinner : Ebi, cucumber, wakame salad, sweet corn, radish, fried lotus root, avocado, teriyaki sauce, sesame seed.
		Sushi | Vegan Sushi Bowl Dinner : Avocado, tofu, salad, wakame salad, tomato, sweet corn, radish, fried lotus root.
Tian Tian Dumplings	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Paahdetut maapähkinät
		Starters | Talon maustetut kauden vihannekset
		Mains | Perinteiset keitetyt dumplingsit : Kana-kasvistäytteellä, 20 kpl
		Mains | Paistetut dumplingsit : Tofu-kasvistäytteellä, 20 kpl.
		Mains | Juustogratinoidut dumplingsit : Nauta-kasvistäytteellä, 20 kpl.
Ravintola Sture 16	['Gluten-free', 'Vegan', 'Vegetarian']	Lunch | Ympäri vuoden joka päivä saatavilla perinteisesti koivuklapeilla ja leppäsavuilla kypsennettyä Jäämeren lohta.
Kalaliike & Bistro S. Wallin	['Gluten-free']	Chef's Recommendations | Päivittäin vaihtuva menu
Chill & Grill	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | BOLOGNESE : Jauheliha kastike
		Pizza | MARGARITA : Kirsikkatomaatti, Basilika
		Pizza | PEPPERONI : Pepperonimakkara, Rukola
Chuan Chim Thai Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Spring Rolls
		Starters | Fried Chicken Karaage
		Starters | Moo Ping
		Mains | Green Curry with Chicken
		Mains | Pad Thai with Tofu
		Mains | Pad Prik Gang with Shrimp
		Desserts | I-tim Kluay Tod
		Desserts | Bya Loy
		Desserts | I-tim Roti Tod
PURÉ Helsinki Ravintola	['Gluten-free', 'Vegan', 'Vegetarian']	Noodles | Fried Udon Noodles
		Bowls | Hawaii Poke bowl
Supear Sushi Sandwich	['Gluten-free', 'Vegan', 'Vegetarian']	Sandwiches | Salmon Plus (GF, DF) : Sushi rice, nori, salad, salmon (raw), avocado, sesame, pickled onions, gluten-free soy sauce, teriyaki sauce, wasabi
		Sandwiches | Braised Pork Plus(Full Of Aftertaste, DF) : Sushi rice, nori, salad, braised pork, pickled onions, soy sauce
		Sandwiches | Braised Beef Plus (DF) : Sushi rice, nori, salad, braised beef, chili sauce, cucumber, coriander, soybean paste, soy sauce
Presto Pizza Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | Tonno : Tomaattikastike, fior di latte juusto, tonnikala, punasipuli, kirsikkatomaatti, oliivi
		Pizza | Marghareta : Tomaattikastike, fior di latte juusto, parmesaani, basilika
		Pizza | Prosciutto : Tomaattikastike, fior di latte juusto, parmankinkku, basilika
		Pizza | Quattro Spinata : Mascarpone kastike, fior di latte juusto, gorgonzola, picante salami, basilika, parmesan
Ravintola Persilja	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Bruschetta Della Casa (L) : Paahdettu leipä, tomaatti, kapris, aurinkokuivattu tomaatti, sipuli, pesto, valkosipuli
		Starters | Lumache (L,G) : Etanoita, persilja, oliiviöljy, valkosipuli
		Starters | Fornarina Della Casa (L) : Talon valkosipulileipä, tomaatti, valkosipuli, parmesaani
		Mains | Parmigiana Melanzane  Vegan (L, G) : Munakoiso, tomaatti, parmesan, basilikaa
		Mains | Pippuripihvi (G, VL) 200gr : Naudan sisäfilee, viherpippuri-kanjakikastike, kauden kasvikset, perunat
		Mains | Pollo Gorgonzola con Avocado (G, L) : Pariloitua broilerin rintafileetä, perunoita, gorgonzola-avokadokastike, kasvikset
		Desserts | Tiramisu : Tiramisu talon omalla reseptilla
		Desserts | Fritelle : Lettuja, vaniljajäätelöä, marinoituja marjoja
		Desserts | Pannacotta : Vaniljakerma-hyydyke ja metsämarjoja
Ravintola Bali	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Häränhäntäkeito – Oxtail soup
		Mains | Kanavarras “Bali” – Sate ayam “Bali”
		Mains | Ankkaa vihreässä chilikastikkeessa – Duck in green chili sauce
		Mains | Kana “Bali” pippurikastikkeessa – chicken in black pepper sauce “Bali”
		Mains | Rapeaa kanna – Crispy chicken Bali in green chili
Boneless REDI	['Vegan', 'Vegetarian']	Lunch | Lounas : Lounasmenu tarjolla maanantaista perjantaihin klo 10:30 – 15:00 (ei arkipyhäpäivinä)Kaikki lounasannokset limulla 15,00 € (vain ravintoloissa)
		Chicken | FRIED CHICKEN BITES : BUFFALOASIAN BBQPARMESAN-GARLICSPICY KOREAN
		Chicken | FRIED CHICKEN WINGS : BUFFALOASIAN BBQPARMESAN-GARLICSPICY KOREAN
		Chicken | BONELESS FRIED CHICKEN : Normaali 11,90€250g kanaa (raakapaino ennen paistoa), kurkku- ja porkkanatikut ja yksi dippiIso 14,90€350g kanaa (raakapaino ennen paistoa), kurkku- ja porkkanatikut ja kaksi dippiäÄmpäri 27,00€800g kanaa (raakapaino ennen paistoa), isot ranskalaiset ja kolme dippiä
Malai Indian Cuisine	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Sabzi samosa & chutney (L) vegan : Perinteinen öljyssä paistettu yrteillä maustettu kasvispiiras, chutneyta ja tuoretta korianteria.
		Starters | Chicken soup (G, L) : Lämmittävä perinteinen mausteinen kanakeitto, joka vie mukanaan flunssankin !
		Mains | Daal makhani (G) : Linssipapuja mausteisessa tomaatti-voi kermakastikkeessa.
		Mains | Lamb vindaloo (G, L) : Perinteisessä tulisessa vindaloo-kastikkeessa marinoitua lammasta.
		Desserts | Gulab jamun : Sokerisiirappiin upotetut herkulliset perinteiset uppopaistetut maitotiivistekuulat (khoya) kermalla.
Villa Alia	['Gluten-free', 'Vegan', 'Vegetarian']	Chef's Recommendations | Filosofia : Ruoka ammentaa makuja suomalaisesta luonnosta ja se on aina tuoretta ja alusta alkaen paikan päällä käsin tehtyä. Listamme taidokkaissa ja viimeistellyissä annoksissa hyödynnämme omassa pihassa kasvatettuja yrttejä ja omassa pihapiirissä tuotettua hunajaa.Viinimestarimme huolehtii siitä, että viini sopii yhteen annoksesi kanssa ja täydentää makuelämystäsi.
Restaurant Royal Nepal Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Appetizers | Royal special soup   (G) : Creamy chicken and shrimp soup
		Appetizers | Paneer pakoda (G) : Deep-fried paneer cream cheese
		Appetizers | Vegetable Samosa 2 kpl (L) : Deep-fried vegetable pie
		Mains | Royal mix karai (L, G) : Tandooriuunissa grillattua lampaan sisäfilettä, kanafilettä, jättikatkarapua ja tuorejuustoa sipuli-inkivääri-voi-tomaatti kastikkeessa (G, L)
		Mains | Prawn masala (L, G) : King prawns in tomato-onion-coriander-ginger garlic sauce.
		Mains | Tandoori mix siraj (G) : Grilled chicken, lamb, giant prawns in a tandoor oven in paprika-tomato-onion-masala tandoori sauce
		Vegetarian | Royal special kofta (G) : Pehmeät kasvispyörykät (tuorejuusto, inkivääri, cashewpähkinä ja peruna) tomaatti- kookos-kermakastikkeessa (G)
		Vegetarian | Alu-gobi (Vegan Possible, L, G) : Peruna-kukkakaali tomaatti-masalakastikkeessa (L, G).
		Vegetarian | Malai kofta (G) : Pehmeät kasvispyörykät tomaatti-kermakastikkeessa (kasvispyörykät, joissa tuorejuustoa, cash- ewpähkinää, inkivääriä ja perunat) (G)
Ristorante Momento REDI	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | CURRY-KANAPASTA
		Pasta | PASTA CARBONARA
		Pasta | SAVUPOROPASTA
		Mains | PORSAANLEIKE
		Mains | LEHTIPIHVI
		Mains | PARILOITUA LOHTA
		Pizza | NEW YORK
		Pizza | CACCIATORA
		Pizza | FESTIVO
Ravintola Mäkelän Kulma	['Gluten-free', 'Vegan', 'Vegetarian']	Salads | Lämmin kanasalaatti : Friteerattu kananrintafilee, jäävuorisalaatti, sipuli, kurkku, tomaatti, rucola ja kastike
		Salads | Fetasalaatti : Fetajuusto, oliivi, jäävuorisalaatti, sipuli, kurkku, tomaatti, rucola, oliiviöljy ja kastike
		Burgers | Cheese Burger : 120 g naudan täyslihapihvi, tomaatti, salaatti, punasipuli, suolakurkku, hampurilaiskastike, ranskalaiset ja 0,33 l limu
		Burgers | BBQ Burger : 120 g naudan täyslihapihvi, tomaatti, salaatti, suolakurkku, rapea pekoni, tupla cheddarjuusto, BBQ-kastike, ranskalaiset ja 0,33 l limu
		Pizza | Margarita : Tomaatti, mozzarella
		Pizza | Bolognese : Tomaatti, mozzarella, ruskistettu jauheliha
		Pizza | Americano : Kinkku, ananas, aurajuusto
Ravintola Käpygrilli	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | Käpypasta     (L)
		Pasta | Ravioli alla Spinachi    (L)
		Mains | Grillattua kanaa   (L,G)
		Mains | Sveitsin leike   (L)
		Desserts | Jäätelöpallot
Restaurant Maharaja Lauttasaari	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Chicken soup   (L,P) : Kanakeitto
		Starters | Paneer Pakora   (L,G,P) : Kikhernejauhoilla paneroitua kotijuustoa.
		Starters | Vegetable Samosa : Perinteinen kasvisnyytti.
		Mains | Tandoori Prawn   (L,G,P) : Grillattuja marinoituja jättikatkarapuja. Annokseen kuuluu rapea papadum-leipä, alkusalaatti ja riisi. Tilaathan halutessasi naan-leipää ja raita-kastiketta erikseen.
		Mains | Mughlay Chicken Curry   (L,G,P) : Kanaa maustetussa currykastikkeessa. Annokseen kuuluu rapea papadum-leipä, alkusalaatti ja riisi. Tilaathan halutessasi naan-leipää ja raita-kastiketta erikseen.
		Mains | Garlic Beef Masala   (L,G,P)
		Desserts | Gulab Jamun
		Desserts | Maharaja Special Kulfi
Old Durbar Käpylä	['Gluten-free', 'Vegan', 'Vegetarian']	Appetizers | Darbar Special Soup (L) : Katkarapuja, pieniā kanafilee paloja, sieniā, lammasta ja nuudeleita sisältävä tulinen ja mausteinen keitto.
		Appetizers | Hot & Sour Soup ( G,L) : Pieniä kanafilee paloja, bambua, paprikaa ja papuja sisältävä tulinen ja mausteine sitruunanmakuinen keitto.
		Appetizers | Sabjee Pokoda (G,L) : Linssijauholla kuorrutettua ja friteerattua kukkakalia ja peruna. Tarjoilla tomaattichutney kanssa.
		"Mains | Durbar Special Sizzler (G) : Tandoori-uunissa grillattuja lampaanpaloja, broilerin fileepaloja, jättikatkarapuja ja raejuustoa kookos-inkivääri-valkosipuli-
tomaatti-sipuli-kerma-masala-kastikkeessa."
		Mains | Veg Biryani : Kukkakaali-parsakaali-porkkana-juustorisotto.
		Mains | Chicken Curry (G,L) : Haudutettuja kana fileepaloja tomaatti-sipuli-currykastikkeessa.
		Desserts | Durbar Kera : paisteetetua banaania hunajasiirapissa, jäätelöä (mango, vanilija,mansikka) ja kermavaahtoa
		Desserts | Kulfi : Jäädyke, jossa pistaasia, mantelia, cashewpähkinää, kevyesti maustettu kardemummalla.
Ravintola Rara	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Garlic Chicken Masala : Haudutettuja broilerin rintafileepaloja, valkosipuli, tomaatti, inkivääri, sipuli curry-masalakastikkeessaBoiled chicken pieces with garlic in onion, ginger, tomato curry masala sauce
		Mains | Lamb Saag : Haudutettuja lampaan paloja, valkosipuli, sipuli, tomaatti, kermaisessa pinaatti-curry-kastikkeessaBraised lamb pieces in creamy garlic, onion, tomato, spinach curry sauce
		Mains | Prawn Siraj Sizzler : Friteerattuja jättikatkarapuja, valkosipuli, paprika, tomaatti, inkivääri, sipuli, jogurtti-masalakastikkeessaFried king prawns in garlic, onion, ginger, capsicum, tomato yogurt sauce
		Vegetarian | Rara Special Tarkari : Tuorejuustoa, tofua, kukkakaalia ja kikherneitä voi-jogurtti-kookoskermakastikkeessaPaneer cheese, tofu, cauliflower and chickpeas in creamy butter jogurt coconut sauce
		Vegetarian | Shahi Paneer : Paneer-juustoa, cashewpähkinää, tomaattia, inkivääri-voi-kermakastikkeessaPaneer cheese with cashewnuts in creamy tomato, ginger, butter sauce
		Vegetarian | Butter Tofu : Tofua, tomaattia, inkivääri-voi-kermakastikkeessaTof in creamy tomato, ginger, butter sauce
		Desserts | Gulab Jamun : Makeat ja pehmeät siirapissa haudutetut kardemumma-maustetut juustopallotFried soft cheese balls in sweet cardamom syrup
		Desserts | Kera : Paistettua banaania, hunajaa, cashewpähkinää, jäätelöä (mangomeloni tai vanilja) ja kermavaahtoaFried banana, honey, cashewnuts, ice cream (mango melon or vanilla) and whipped cream
Ravintola Susav	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Vegetable Soup(LGP) Vegan possible : Kasvis -tomatti -sipuli keitto
		Starters | Paneer pakora(GP) : Friteerattu tuorejuusto
		Starters | Chicken Soup/ Noodle Soup : Kana- tomaatti-sipuli-keitto TAi Nuudeli keitto
		Mains | Daal Tadka(LGP) vegan possible : Tiristetty linssipapuja-kikherneitä,sipulia, valkosipulia,inkivääriä, tomaatia ja tuoretta
		Mains | Chicken Curry (LGP) : Haudutettuja kananrintafilepaloja tomaatti-sipulikastikkeessa
		Mains | Lamb Kadahi (LGP) : Haudutettuja lampaanpaloja tulisessa ja mauteisessa tomaatti-paprika-valkosipuli -inkivääri-chili-kastikkeessa
		Desserts | Gulab Jamun : Perinteisiä nepalilaisia tuorejuustopalloja ruususiirappikastikkeessa
		Desserts | Kulfi : Nepalilaistyyppine maitopohajainen jäädyke cashew-pähkinöitä
		Desserts | Seu Bhuteko : Friteerattua omena, voi-hunaja, jäätelöä ja kermavaahtoa
Kruunu Pizzeria	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Antipasto : Annos sisältää erilaisia leikkeleitä, juustoja sekä vihanneksia, jotka tarjoillaan italialaisin tyylein
		Starters | Burrata : Annos sisältää tuoretta mozzarellaa, joka tarjoillaan rucolan, parmesanijuuston sekä kirsikkatomaatin kanssa ja maustetaan balsamicolla, merisuolalla, mustapippurilla ja oliiviöljyllä
		Pizza | Margarita : basilika, kirsikkatomaatti, oliiviöljy
		Pizza | Diavola : salami, jalopeno, bufala mozzarella, grillattu paprika
		Pizza | Formaggi : bufala mozzarella, gorgonzola, vuohenjuusto, parmesan
		Desserts | Tiramisu : Talon Tiramisu
		Desserts | Affogato : Vaniljajäätelöä & espressoa tarjoillaan italialaiseen tyyliin
Ambra Bar & Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | Piparjuuri-rapupasta : Rapuja, Piparjuuri, Chili, Valkosipuli, Valkoviini, Kirsikkatomaatti, Rucola, Sitruuna
